cellline,drug,ic50,tissue
ACH-000572,216326,4.07603,SKCM
ACH-000375,216326,4.696997,SARC
ACH-000162,216326,3.556751,DLBC
ACH-000738,216326,3.368798,GBM
ACH-000047,216326,4.049047,STAD
ACH-000081,216326,3.992825,LAML
ACH-000756,216326,4.00992,LGG
ACH-000102,216326,4.25215,GBM
ACH-000073,216326,4.013957,DLBC
ACH-000389,216326,3.822572,LGG
ACH-000843,216326,2.649168,LUSC
ACH-000374,216326,4.835361,BRCA
ACH-000111,216326,3.856889,BRCA
ACH-000699,216326,4.792986,BRCA
ACH-000277,216326,3.931333,BRCA
ACH-000352,216326,4.336305,BRCA
ACH-000878,216326,4.129158,LUSC
ACH-000349,216326,4.227884,BRCA
ACH-000930,216326,4.824689,BRCA
ACH-000223,216326,3.209614,BRCA
ACH-000859,216326,4.23821,BRCA
ACH-000725,216326,5.244498,BRCA
ACH-000691,216326,3.937914,BRCA
ACH-000755,216326,4.535491,BRCA
ACH-000667,216326,3.721568,LUAD
ACH-000467,216326,4.35233,COAD/READ
ACH-000668,216326,3.923608,BRCA
ACH-000562,216326,4.467956,LUAD
ACH-000971,216326,3.587012,COAD/READ
ACH-000997,216326,4.341215,COAD/READ
ACH-000267,216326,4.254188,NA
ACH-000190,216326,3.539878,NA
ACH-000643,216326,4.786298,BRCA
ACH-000625,216326,3.406219,LIHC
ACH-000847,216326,2.694215,STAD
ACH-000061,216326,4.288201,ALL
ACH-000002,216326,2.679474,LAML
ACH-000861,216326,4.014511,LUAD
ACH-000825,216326,4.048862,NA
ACH-000613,216326,2.827782,SARC
ACH-000148,216326,4.51851,BRCA
ACH-000067,216326,4.326399,LGG
ACH-000616,216326,5.051148,STAD
ACH-000178,216326,3.483774,PAAD
ACH-000814,216326,4.452924,SKCM
ACH-000472,216326,4.004364,HNSC
ACH-000546,216326,1.728088,HNSC
ACH-000914,216326,3.970904,DLBC
ACH-000054,216326,3.801313,SARC
ACH-000986,216326,4.128659,COAD/READ
ACH-000547,216326,4.551134,BLCA
ACH-000976,216326,4.420851,NA
ACH-000480,216326,4.10415,LIHC
ACH-000118,216326,3.775146,PAAD
ACH-000882,216326,3.744219,SKCM
ACH-000650,216326,3.524587,SKCM
ACH-000966,216326,4.891672,OV
ACH-000357,216326,1.7882,DLBC
ACH-000476,216326,3.94475,LIHC
ACH-000132,216326,4.323415,OV
ACH-000151,216326,2.525369,DLBC
ACH-000995,216326,3.33492,ALL
ACH-000326,216326,2.802556,LCML
ACH-000106,216326,3.437649,CLL
ACH-000346,216326,3.731675,CLL
ACH-000551,216326,3.63973,LCML
ACH-000793,216326,4.037854,STAD
ACH-000983,216326,3.56284,LCML
ACH-000969,216326,4.478474,COAD/READ
ACH-000815,216326,3.27152,NA
ACH-000684,216326,4.196059,KIRC
ACH-000250,216326,4.112018,KIRC
ACH-000714,216326,3.144317,MM
ACH-000380,216326,-0.74441,MM
ACH-000858,216326,3.885126,LUSC
ACH-001106,216326,3.60297,ALL
ACH-000227,216326,4.469486,NB
ACH-000486,216326,4.210344,BLCA
ACH-000074,216326,3.827163,LCML
ACH-000607,216326,2.894282,SARC
ACH-000823,216326,4.418789,ESCA
ACH-000855,216326,4.159803,ESCA
ACH-000824,216326,3.596214,ESCA
ACH-000637,216326,3.422756,ESCA
ACH-000784,216326,3.730299,ESCA
ACH-000702,216326,3.776677,NA
ACH-000754,216326,3.69195,NA
ACH-000806,216326,3.099176,NA
ACH-000301,216326,3.246931,LCML
ACH-000627,216326,2.000146,NA
ACH-000596,216326,4.230897,NA
ACH-000595,216326,4.259886,GBM
ACH-000104,216326,3.485414,ALL
ACH-000176,216326,4.530321,LUSC
ACH-000950,216326,3.300065,COAD/READ
ACH-000204,216326,3.748454,MM
ACH-000501,216326,3.969514,COAD/READ
ACH-000957,216326,4.428693,COAD/READ
ACH-000985,216326,3.921213,COAD/READ
ACH-000007,216326,4.3541,COAD/READ
ACH-000438,216326,4.969386,NA
ACH-000787,216326,4.05197,LUAD
ACH-000019,216326,4.347197,BRCA
ACH-000759,216326,4.73208,BRCA
ACH-000768,216326,3.652281,BRCA
ACH-000934,216326,2.92491,BRCA
ACH-000876,216326,5.219971,BRCA
ACH-000910,216326,4.587931,BRCA
ACH-000849,216326,4.100184,BRCA
ACH-000935,216326,3.779274,COAD/READ
ACH-000439,216326,4.165952,LAML
ACH-000072,216326,3.980986,LCML
ACH-000450,216326,4.213419,SKCM
ACH-000881,216326,3.265068,SKCM
ACH-000987,216326,3.1779,SKCM
ACH-000359,216326,4.598763,SARC
ACH-000078,216326,3.155832,NB
ACH-000356,216326,4.901508,STAD
ACH-000678,216326,4.960541,STAD
ACH-000763,216326,0.468558,MM
ACH-000362,216326,2.900919,LAML
ACH-000369,216326,0.539402,LAML
ACH-000745,216326,3.001759,MM
ACH-000795,216326,2.919659,ALL
ACH-000918,216326,3.347844,ALL
ACH-000006,216326,2.799438,LAML
ACH-000335,216326,2.004258,MESO
ACH-000938,216326,3.186036,ALL
ACH-000944,216326,3.162628,DLBC
ACH-000804,216326,3.919437,NB
ACH-000294,216326,2.531871,LAML
ACH-000866,216326,3.799021,SCLC
ACH-000780,216326,3.710188,SCLC
ACH-000980,216326,3.663471,NA
ACH-000129,216326,3.752007,SCLC
ACH-000327,216326,4.902734,LUAD
ACH-000852,216326,3.58462,LUAD
ACH-000830,216326,4.434542,SCLC
ACH-000506,216326,3.597572,SCLC
ACH-000869,216326,4.394704,LUAD
ACH-000744,216326,4.940032,LUAD
ACH-000766,216326,4.263069,LUAD
ACH-000893,216326,4.584168,LUAD
ACH-000379,216326,4.386833,LUAD
ACH-000496,216326,3.161177,LUAD
ACH-000559,216326,4.718937,SCLC
ACH-000733,216326,4.403836,LUAD
ACH-000586,216326,4.307575,SCLC
ACH-000414,216326,4.375454,LUAD
ACH-000729,216326,3.864134,SCLC
ACH-000587,216326,4.543551,LUAD
ACH-000886,216326,3.863799,LUAD
ACH-000781,216326,4.397186,LUAD
ACH-000298,216326,3.156731,SCLC
ACH-000153,216326,4.922255,MESO
ACH-000394,216326,3.678964,SCLC
ACH-000841,216326,4.270791,LUAD
ACH-000290,216326,4.434403,SCLC
ACH-000639,216326,4.10717,SCLC
ACH-000929,216326,3.742939,UNABLE TO CLASSIFY
ACH-000311,216326,3.369601,LUAD
ACH-000924,216326,5.152996,UNABLE TO CLASSIFY
ACH-000610,216326,4.690785,SCLC
ACH-000718,216326,5.260553,LUAD
ACH-000900,216326,4.125515,LUAD
ACH-000951,216326,3.333062,LUAD
ACH-000875,216326,4.768405,LUAD
ACH-000121,216326,3.788997,LUAD
ACH-000186,216326,4.815789,UNABLE TO CLASSIFY
ACH-000092,216326,4.793622,MESO
ACH-001075,216326,3.945558,NA
ACH-000860,216326,4.476094,LUAD
ACH-000638,216326,5.25446,LUAD
ACH-000800,216326,4.419044,SCLC
ACH-000463,216326,3.66699,NA
ACH-000360,216326,3.726465,COAD/READ
ACH-000871,216326,3.636211,SCLC
ACH-000816,216326,3.753345,SCLC
ACH-000767,216326,4.124882,SCLC
ACH-000628,216326,4.989498,LUAD
ACH-000945,216326,4.478085,LUAD
ACH-000853,216326,3.735979,NA
ACH-000358,216326,4.611178,SCLC
ACH-000491,216326,1.82329,COAD/READ
ACH-000403,216326,4.596464,COAD/READ
ACH-000789,216326,3.970887,NA
ACH-000355,216326,3.411824,SCLC
ACH-000416,216326,4.374113,LUAD
ACH-000292,216326,4.319445,SCLC
ACH-000050,216326,1.189523,MM
ACH-000427,216326,4.010723,STAD
ACH-000200,216326,4.217356,LGG
ACH-000168,216326,3.443754,LAML
ACH-000287,216326,3.440742,DLBC
ACH-000674,216326,3.785247,STAD
ACH-000704,216326,4.467786,OV
ACH-000113,216326,2.638374,LAML
ACH-000336,216326,2.493488,LAML
ACH-000065,216326,3.670707,LAML
ACH-000124,216326,3.850176,DLBC
ACH-000751,216326,3.208795,LAML
ACH-000247,216326,4.675135,STAD
ACH-000679,216326,4.138263,ESCA
ACH-000544,216326,3.508744,ESCA
ACH-000383,216326,2.41476,ESCA
ACH-000776,216326,2.966237,MB
ACH-000024,216326,3.637791,MM
ACH-000159,216326,4.033829,KIRC
ACH-000091,216326,4.208769,OV
ACH-000688,216326,3.472056,OV
ACH-000291,216326,4.537544,OV
ACH-000617,216326,4.869924,OV
ACH-000696,216326,2.988727,OV
ACH-000527,216326,4.064181,OV
ACH-000947,216326,2.54267,OV
ACH-000443,216326,5.902106,OV
ACH-000663,216326,4.072342,OV
ACH-000372,216326,2.89065,ALL
ACH-000770,216326,2.846132,LAML
ACH-000042,216326,3.901928,PAAD
ACH-000139,216326,3.947242,PAAD
ACH-000235,216326,4.571691,PAAD
ACH-000417,216326,2.458521,PAAD
ACH-000599,216326,4.62888,PAAD
ACH-000023,216326,3.607812,PAAD
ACH-000619,216326,3.276615,HNSC
ACH-000937,216326,3.456469,ALL
ACH-000218,216326,3.710937,LAML
ACH-000320,216326,3.055099,PAAD
ACH-000347,216326,5.003847,PAAD
ACH-000654,216326,4.095498,DLBC
ACH-000189,216326,5.215067,KIRC
ACH-000922,216326,2.150619,ALL
ACH-000565,216326,4.712555,COAD/READ
ACH-000960,216326,2.404441,ALL
ACH-000482,216326,4.375663,LUAD
ACH-000062,216326,4.288733,LUAD
ACH-000689,216326,4.2379,SARC
ACH-000505,216326,4.325997,SARC
ACH-000943,216326,3.801574,COAD/READ
ACH-000371,216326,4.03456,DLBC
ACH-000965,216326,4.208397,UCEC
ACH-000719,216326,4.166225,OV
ACH-000348,216326,4.083966,SKCM
ACH-000817,216326,1.866923,MM
ACH-000636,216326,3.544049,ALL
ACH-000242,216326,4.308177,BLCA
ACH-000614,216326,4.906079,SKCM
ACH-000410,216326,5.316947,SARC
ACH-000670,216326,3.553344,SCLC
ACH-000188,216326,4.558827,HNSC
ACH-000238,216326,3.51335,HNSC
ACH-000181,216326,4.824579,HNSC
ACH-000609,216326,3.983614,GBM
ACH-000655,216326,4.394175,GBM
ACH-000376,216326,3.719938,GBM
ACH-000273,216326,3.871691,LGG
ACH-000441,216326,4.822111,SKCM
ACH-000790,216326,4.022288,SCLC
ACH-000099,216326,4.66474,NB
ACH-000748,216326,4.563479,SARC
ACH-000087,216326,4.214123,SARC
ACH-000361,216326,4.023014,LIHC
ACH-000465,216326,4.013122,SKCM
ACH-001190,216326,3.846428,SKCM
ACH-000822,216326,4.57078,SKCM
ACH-000423,216326,4.680723,SKCM
ACH-000810,216326,4.375418,SKCM
ACH-000640,216326,5.160619,SKCM
ACH-000730,216326,2.6438,SKCM
ACH-000665,216326,4.171235,LUSC
ACH-000363,216326,4.459937,MM
ACH-000260,216326,4.650788,NB
ACH-000366,216326,4.14629,NB
ACH-000341,216326,3.911869,NB
ACH-000149,216326,3.167109,NB
ACH-000811,216326,4.771616,OV
ACH-000939,216326,3.339124,SARC
ACH-000504,216326,5.046294,GBM
ACH-000932,216326,4.289045,STAD
ACH-000483,216326,4.356961,LIHC
ACH-000478,216326,4.464267,LIHC
ACH-000955,216326,4.393235,COAD/READ
ACH-000493,216326,4.600352,LIHC
ACH-000420,216326,4.556174,LIHC
ACH-000532,216326,5.274984,COAD/READ
ACH-000991,216326,3.696499,COAD/READ
ACH-000722,216326,5.371969,COAD/READ
ACH-000970,216326,4.419093,COAD/READ
ACH-000567,216326,3.819245,DLBC
ACH-000114,216326,4.4641,PAAD
ACH-000365,216326,2.860075,DLBC
ACH-000660,216326,2.985507,DLBC
ACH-000611,216326,3.019573,DLBC
ACH-000652,216326,4.270588,PAAD
ACH-000059,216326,3.179954,ALL
ACH-000226,216326,2.958324,NA
ACH-000953,216326,2.66999,ALL
ACH-000890,216326,4.645886,SCLC
ACH-000236,216326,4.879001,COAD/READ
ACH-000677,216326,4.862387,LUAD
ACH-000155,216326,2.655864,PAAD
ACH-000958,216326,4.061573,COAD/READ
ACH-000651,216326,3.692267,COAD/READ
ACH-000384,216326,4.53134,BLCA
ACH-000680,216326,4.90662,COAD/READ
ACH-000147,216326,5.338126,BRCA
ACH-000381,216326,4.470435,COAD/READ
ACH-000488,216326,3.071121,ESCA
ACH-000353,216326,4.579454,ESCA
ACH-000917,216326,4.225992,ESCA
ACH-000408,216326,4.568034,ESCA
ACH-000605,216326,4.855226,ESCA
ACH-000452,216326,4.361048,ESCA
ACH-000694,216326,4.40599,ESCA
ACH-000949,216326,3.996167,STAD
ACH-000146,216326,4.010945,LAML
ACH-000048,216326,4.128005,OV
ACH-000885,216326,3.022211,OV
ACH-000561,216326,3.054963,ESCA
ACH-000716,216326,4.325998,THCA
ACH-000430,216326,4.371483,UNABLE TO CLASSIFY
ACH-000040,216326,4.49573,GBM
ACH-000232,216326,3.954154,GBM
ACH-000626,216326,3.516747,MM
ACH-000364,216326,3.961839,SARC
ACH-000075,216326,4.771318,GBM
ACH-000579,216326,4.742253,SKCM
ACH-000425,216326,3.88597,SKCM
ACH-000554,216326,3.931511,BRCA
ACH-000522,216326,1.330497,BLCA
ACH-000115,216326,4.378119,PRAD
ACH-000484,216326,3.467069,KIRC
ACH-000171,216326,4.492239,KIRC
ACH-000304,216326,2.575355,SKCM
ACH-000827,216326,4.371002,SKCM
ACH-000534,216326,3.076695,DLBC
ACH-000332,216326,4.863711,PAAD
ACH-000469,216326,3.308575,GBM
ACH-000570,216326,4.245365,GBM
ACH-000828,216326,5.845112,BRCA
ACH-000956,6450551,1.674813,PRAD
ACH-000948,6450551,3.105619,STAD
ACH-000323,6450551,1.535789,GBM
ACH-000905,6450551,0.815972,BLCA
ACH-000973,6450551,0.313801,BLCA
ACH-000896,6450551,3.159367,BLCA
ACH-000070,6450551,0.118494,ALL
ACH-001306,6450551,2.969069,THCA
ACH-001307,6450551,1.386538,THCA
ACH-000137,6450551,1.236468,GBM
ACH-000008,6450551,1.563687,SKCM
ACH-000788,6450551,2.876738,SKCM
ACH-000740,6450551,2.243732,HNSC
ACH-000657,6450551,0.186979,UNABLE TO CLASSIFY
ACH-000219,6450551,0.282255,SKCM
ACH-000697,6450551,2.149315,DLBC
ACH-000555,6450551,3.036489,KIRC
ACH-000157,6450551,0.359827,DLBC
ACH-000681,6450551,1.090263,LUAD
ACH-000429,6450551,1.517557,KIRC
ACH-000528,6450551,0.674275,LUAD
ACH-000880,6450551,1.267314,STAD
ACH-000105,6450551,-0.975467,ALL
ACH-000269,6450551,3.107578,GBM
ACH-000838,6450551,2.357958,MM
ACH-000222,6450551,3.026132,PAAD
ACH-000248,6450551,2.090966,BRCA
ACH-000802,6450551,1.201213,BLCA
ACH-000191,6450551,2.068993,THCA
ACH-000794,6450551,1.052102,HNSC
ACH-000245,6450551,0.291189,DLBC
ACH-000536,6450551,3.36692,BRCA
ACH-000927,6450551,3.516041,BRCA
ACH-000818,6450551,5.203373,BRCA
ACH-000288,6450551,2.982907,BRCA
ACH-000432,6450551,-2.008598,LCML
ACH-000535,6450551,3.160211,PAAD
ACH-000009,6450551,2.830437,COAD/READ
ACH-000580,6450551,0.828107,SKCM
ACH-000440,6450551,3.39187,DLBC
ACH-000210,6450551,3.321365,SARC
ACH-000433,6450551,2.956753,KIRC
ACH-000212,6450551,3.531836,BRCA
ACH-000826,6450551,2.042386,UNABLE TO CLASSIFY
ACH-000832,6450551,1.110672,HNSC
ACH-000142,6450551,1.716135,BLCA
ACH-000518,6450551,0.812842,HNSC
ACH-000856,6450551,1.264777,BRCA
ACH-000174,6450551,1.471337,THCA
ACH-000857,6450551,3.592295,BRCA
ACH-000392,6450551,3.714705,LUAD
ACH-000264,6450551,3.671687,LUAD
ACH-000103,6450551,1.928607,OV
ACH-000107,6450551,3.994817,PAAD
ACH-000464,6450551,2.090507,GBM
ACH-000329,6450551,0.408463,GBM
ACH-000963,6450551,2.155636,COAD/READ
ACH-000138,6450551,2.453371,PAAD
ACH-000136,6450551,0.645318,NB
ACH-000120,6450551,-0.367556,NB
ACH-000249,6450551,2.425288,COAD/READ
ACH-000895,6450551,3.265468,COAD/READ
ACH-000798,6450551,4.745076,COAD/READ
ACH-000641,6450551,2.513927,LAML
ACH-000920,6450551,-1.727286,LCML
ACH-000803,6450551,2.836858,SCLC
ACH-000350,6450551,3.86675,COAD/READ
ACH-000805,6450551,3.622745,SKCM
ACH-000717,6450551,3.460125,ESCA
ACH-000864,6450551,2.257796,UCEC
ACH-000812,6450551,1.662219,SKCM
ACH-000401,6450551,0.946392,SKCM
ACH-000662,6450551,2.059398,NA
ACH-000257,6450551,2.627874,SCLC
ACH-000508,6450551,2.891596,SCLC
ACH-000743,6450551,3.791093,SCLC
ACH-000998,6450551,3.718638,COAD/READ
ACH-000055,6450551,1.612275,MB
ACH-000243,6450551,2.968239,PAAD
ACH-000211,6450551,1.848395,MB
ACH-000786,6450551,2.870617,DLBC
ACH-000334,6450551,1.884684,DLBC
ACH-000863,6450551,2.298277,GBM
ACH-000207,6450551,2.042905,HNSC
ACH-000244,6450551,1.308779,GBM
ACH-000530,6450551,0.997877,SCLC
ACH-000749,6450551,0.972104,SCLC
ACH-000698,6450551,3.58966,SCLC
ACH-000703,6450551,3.965153,SCLC
ACH-000981,6450551,2.165476,ALL
ACH-000056,6450551,1.86669,DLBC
ACH-000979,6450551,0.847933,PRAD
ACH-000258,6450551,1.166099,BRCA
ACH-000563,6450551,2.626585,LUSC
ACH-000560,6450551,1.14527,STAD
ACH-000305,6450551,2.239238,ESCA
ACH-000330,6450551,2.178044,BRCA
ACH-000117,6450551,3.542374,BRCA
ACH-000308,6450551,4.323796,OV
ACH-000936,6450551,3.267409,OV
ACH-000038,6450551,3.887826,CLL
ACH-000821,6450551,2.81516,MM
ACH-000706,6450551,5.371131,LUAD
ACH-000295,6450551,-2.195877,LCML
ACH-000978,6450551,1.120462,UCEC
ACH-000198,6450551,-6.345755,LAML
ACH-000585,6450551,1.965944,LUSC
ACH-000906,6450551,1.103322,OV
ACH-000913,6450551,1.015938,UCEC
ACH-000903,6450551,3.21107,THCA
ACH-000633,6450551,0.375147,STAD
ACH-000574,6450551,3.519921,OV
ACH-000082,6450551,1.98231,SARC
ACH-000572,6450551,2.508723,SKCM
ACH-000096,6450551,1.435722,SARC
ACH-000375,6450551,-2.173939,SARC
ACH-000162,6450551,1.712738,DLBC
ACH-000738,6450551,2.871182,GBM
ACH-000047,6450551,3.181903,STAD
ACH-000081,6450551,0.990098,LAML
ACH-000756,6450551,1.6898,LGG
ACH-000073,6450551,1.666207,DLBC
ACH-000389,6450551,0.125827,LGG
ACH-000843,6450551,1.407241,LUSC
ACH-000374,6450551,2.530293,BRCA
ACH-000111,6450551,1.061939,BRCA
ACH-000699,6450551,1.175695,BRCA
ACH-000277,6450551,1.34516,BRCA
ACH-000352,6450551,2.924119,BRCA
ACH-000878,6450551,1.988924,LUSC
ACH-000349,6450551,2.753077,BRCA
ACH-000930,6450551,1.769357,BRCA
ACH-000223,6450551,1.360046,BRCA
ACH-000859,6450551,3.050714,BRCA
ACH-000725,6450551,1.560951,BRCA
ACH-000755,6450551,3.589615,BRCA
ACH-000667,6450551,2.988101,LUAD
ACH-000467,6450551,1.959447,COAD/READ
ACH-000668,6450551,1.63657,BRCA
ACH-000562,6450551,2.552351,LUAD
ACH-000012,6450551,3.062082,LUAD
ACH-000971,6450551,2.591767,COAD/READ
ACH-000997,6450551,2.089289,COAD/READ
ACH-000267,6450551,1.336123,NA
ACH-000643,6450551,3.910286,BRCA
ACH-000625,6450551,0.032901,LIHC
ACH-000847,6450551,0.646173,STAD
ACH-000061,6450551,2.387479,ALL
ACH-000002,6450551,0.992505,LAML
ACH-000861,6450551,1.851289,LUAD
ACH-000825,6450551,2.901551,NA
ACH-000613,6450551,1.011884,SARC
ACH-000148,6450551,1.137019,BRCA
ACH-000067,6450551,1.83034,LGG
ACH-000616,6450551,2.587885,STAD
ACH-000178,6450551,2.402482,PAAD
ACH-000814,6450551,1.86927,SKCM
ACH-000472,6450551,2.292914,HNSC
ACH-000546,6450551,0.621616,HNSC
ACH-000914,6450551,2.851368,DLBC
ACH-000054,6450551,2.081527,SARC
ACH-000986,6450551,2.073603,COAD/READ
ACH-000547,6450551,3.803988,BLCA
ACH-000976,6450551,3.194368,NA
ACH-000475,6450551,1.764252,LIHC
ACH-000480,6450551,0.844423,LIHC
ACH-000118,6450551,2.559307,PAAD
ACH-000672,6450551,2.231456,NA
ACH-000882,6450551,1.821879,SKCM
ACH-000650,6450551,1.252471,SKCM
ACH-000966,6450551,3.356188,OV
ACH-000915,6450551,3.135539,SKCM
ACH-000357,6450551,0.699221,DLBC
ACH-000476,6450551,2.680447,LIHC
ACH-000132,6450551,2.743554,OV
ACH-000151,6450551,1.266912,DLBC
ACH-000995,6450551,2.391793,ALL
ACH-000326,6450551,-2.348095,LCML
ACH-000106,6450551,3.813953,CLL
ACH-000346,6450551,0.173651,CLL
ACH-000551,6450551,-1.366019,LCML
ACH-000315,6450551,2.367425,DLBC
ACH-000983,6450551,-0.641559,LCML
ACH-000969,6450551,1.982465,COAD/READ
ACH-000815,6450551,2.524918,NA
ACH-000684,6450551,2.240535,KIRC
ACH-000714,6450551,2.01554,MM
ACH-000380,6450551,0.758041,MM
ACH-000858,6450551,3.893159,LUSC
ACH-001106,6450551,1.061155,ALL
ACH-000227,6450551,2.714777,NB
ACH-000486,6450551,3.308969,BLCA
ACH-000607,6450551,1.013231,SARC
ACH-000823,6450551,2.52031,ESCA
ACH-000855,6450551,3.133257,ESCA
ACH-000824,6450551,1.681856,ESCA
ACH-000637,6450551,3.38446,ESCA
ACH-000784,6450551,3.699588,ESCA
ACH-000702,6450551,2.860387,NA
ACH-000183,6450551,1.723308,MM
ACH-000754,6450551,2.401773,NA
ACH-000806,6450551,0.910266,NA
ACH-000301,6450551,-2.76634,LCML
ACH-000627,6450551,1.551358,NA
ACH-000596,6450551,1.886578,NA
ACH-000595,6450551,3.336956,GBM
ACH-000104,6450551,2.043075,ALL
ACH-000176,6450551,2.237123,LUSC
ACH-000950,6450551,1.914913,COAD/READ
ACH-000204,6450551,2.832213,MM
ACH-000501,6450551,4.086079,COAD/READ
ACH-000957,6450551,3.28743,COAD/READ
ACH-000985,6450551,2.272491,COAD/READ
ACH-000007,6450551,1.646596,COAD/READ
ACH-000438,6450551,4.069747,NA
ACH-000787,6450551,0.451409,LUAD
ACH-000019,6450551,1.864972,BRCA
ACH-000759,6450551,3.815789,BRCA
ACH-000768,6450551,2.238341,BRCA
ACH-000934,6450551,2.837751,BRCA
ACH-000876,6450551,2.353115,BRCA
ACH-000573,6450551,3.582393,BRCA
ACH-000910,6450551,3.375902,BRCA
ACH-000849,6450551,0.768654,BRCA
ACH-000935,6450551,1.547251,COAD/READ
ACH-000439,6450551,3.119197,LAML
ACH-000072,6450551,-1.87809,LCML
ACH-000450,6450551,3.297626,SKCM
ACH-000881,6450551,1.709488,SKCM
ACH-000449,6450551,0.870194,SARC
ACH-000987,6450551,3.071939,SKCM
ACH-000879,6450551,0.507245,UCEC
ACH-000359,6450551,2.642625,SARC
ACH-000020,6450551,1.626345,ALL
ACH-000078,6450551,0.11358,NB
ACH-000356,6450551,1.772754,STAD
ACH-000678,6450551,4.314705,STAD
ACH-000763,6450551,3.071715,MM
ACH-000362,6450551,0.75554,LAML
ACH-000369,6450551,0.560066,LAML
ACH-000745,6450551,1.785025,MM
ACH-000795,6450551,1.26835,ALL
ACH-000918,6450551,0.488349,ALL
ACH-000006,6450551,1.796743,LAML
ACH-000335,6450551,1.96783,MESO
ACH-000938,6450551,-0.173472,ALL
ACH-000944,6450551,2.03909,DLBC
ACH-000804,6450551,2.138602,NB
ACH-000294,6450551,0.70219,LAML
ACH-000866,6450551,0.789804,SCLC
ACH-000514,6450551,3.584658,SCLC
ACH-000780,6450551,0.631707,SCLC
ACH-000980,6450551,0.818105,NA
ACH-000129,6450551,1.114697,SCLC
ACH-000327,6450551,3.194496,LUAD
ACH-000852,6450551,2.666773,LUAD
ACH-000830,6450551,3.065912,SCLC
ACH-000589,6450551,1.938817,LUAD
ACH-000506,6450551,2.005383,SCLC
ACH-000869,6450551,3.712109,LUAD
ACH-000744,6450551,3.797414,LUAD
ACH-000766,6450551,2.29034,LUAD
ACH-000893,6450551,3.658989,LUAD
ACH-000379,6450551,1.695064,LUAD
ACH-000496,6450551,1.632261,LUAD
ACH-000559,6450551,3.801165,SCLC
ACH-000733,6450551,4.161056,LUAD
ACH-000586,6450551,1.46301,SCLC
ACH-000414,6450551,2.17206,LUAD
ACH-000729,6450551,0.992068,SCLC
ACH-000587,6450551,2.949238,LUAD
ACH-000886,6450551,1.53869,LUAD
ACH-000298,6450551,1.709481,SCLC
ACH-000394,6450551,1.283085,SCLC
ACH-000841,6450551,3.543075,LUAD
ACH-000290,6450551,0.46027,SCLC
ACH-000639,6450551,1.16751,SCLC
ACH-000929,6450551,1.81136,UNABLE TO CLASSIFY
ACH-000311,6450551,1.832044,LUAD
ACH-000610,6450551,1.35629,SCLC
ACH-000718,6450551,4.40013,LUAD
ACH-000951,6450551,3.325822,LUAD
ACH-000875,6450551,3.854239,LUAD
ACH-000121,6450551,1.949662,LUAD
ACH-000186,6450551,3.534889,UNABLE TO CLASSIFY
ACH-000092,6450551,2.498227,MESO
ACH-000648,6450551,1.803041,MESO
ACH-001075,6450551,0.367175,NA
ACH-000860,6450551,2.235802,LUAD
ACH-000638,6450551,4.254933,LUAD
ACH-000800,6450551,1.1132,SCLC
ACH-000463,6450551,1.182433,NA
ACH-000360,6450551,3.402736,COAD/READ
ACH-000816,6450551,1.002359,SCLC
ACH-000767,6450551,1.161877,SCLC
ACH-000628,6450551,3.475646,LUAD
ACH-000378,6450551,2.210443,LUAD
ACH-000945,6450551,3.669956,LUAD
ACH-000853,6450551,2.391908,NA
ACH-000358,6450551,1.724925,SCLC
ACH-000491,6450551,-2.166773,COAD/READ
ACH-000775,6450551,4.59127,NA
ACH-000403,6450551,2.721899,COAD/READ
ACH-000789,6450551,1.966708,NA
ACH-000355,6450551,1.598813,SCLC
ACH-000416,6450551,2.660898,LUAD
ACH-000292,6450551,0.702378,SCLC
ACH-000050,6450551,1.502723,MM
ACH-000427,6450551,4.349945,STAD
ACH-000200,6450551,3.686807,LGG
ACH-000168,6450551,0.547363,LAML
ACH-000287,6450551,0.966035,DLBC
ACH-000674,6450551,2.805743,STAD
ACH-000704,6450551,1.592868,OV
ACH-000113,6450551,1.458438,LAML
ACH-000336,6450551,1.46345,LAML
ACH-000065,6450551,1.164818,LAML
ACH-000124,6450551,1.139585,DLBC
ACH-000751,6450551,1.497923,LAML
ACH-000247,6450551,1.589644,STAD
ACH-000679,6450551,1.897524,ESCA
ACH-000544,6450551,1.046182,ESCA
ACH-000383,6450551,3.323646,ESCA
ACH-000776,6450551,0.869803,MB
ACH-000024,6450551,2.62482,MM
ACH-000159,6450551,2.226222,KIRC
ACH-000091,6450551,1.708755,OV
ACH-000688,6450551,2.920434,OV
ACH-000291,6450551,2.263975,OV
ACH-000617,6450551,1.878863,OV
ACH-000696,6450551,2.514616,OV
ACH-000527,6450551,3.36048,OV
ACH-000947,6450551,0.092246,OV
ACH-000443,6450551,3.015806,OV
ACH-000663,6450551,1.352217,OV
ACH-000372,6450551,0.76612,ALL
ACH-000770,6450551,1.014272,LAML
ACH-000042,6450551,3.436652,PAAD
ACH-000139,6450551,3.073012,PAAD
ACH-000235,6450551,4.605577,PAAD
ACH-000417,6450551,3.263618,PAAD
ACH-000599,6450551,3.717644,PAAD
ACH-000023,6450551,1.754648,PAAD
ACH-000619,6450551,3.53353,HNSC
ACH-000937,6450551,2.205152,ALL
ACH-000218,6450551,1.443921,LAML
ACH-000320,6450551,1.294605,PAAD
ACH-000347,6450551,4.487685,PAAD
ACH-000654,6450551,3.063661,DLBC
