cellline,drug,ic50,tissue
ACH-000617,5329102,2.397922,OV
ACH-000770,5329102,3.698956,LAML
ACH-000937,5329102,1.033369,ALL
ACH-000218,5329102,1.161924,LAML
ACH-000320,5329102,0.538706,PAAD
ACH-000654,5329102,3.168167,DLBC
ACH-000189,5329102,5.904683,KIRC
ACH-000960,5329102,2.513725,ALL
ACH-000943,5329102,1.938838,COAD/READ
ACH-000371,5329102,4.26746,DLBC
ACH-000965,5329102,0.830005,UCEC
ACH-000817,5329102,1.812322,MM
ACH-000636,5329102,0.84886,ALL
ACH-000874,5329102,0.76199,ALL
ACH-000254,5329102,2.539996,HNSC
ACH-000609,5329102,0.970804,GBM
ACH-000655,5329102,1.319399,GBM
ACH-000273,5329102,1.332871,LGG
ACH-000441,5329102,1.515127,SKCM
ACH-000790,5329102,2.754933,SCLC
ACH-000112,5329102,0.36766,LAML
ACH-000099,5329102,4.730639,NB
ACH-000748,5329102,2.240674,SARC
ACH-000087,5329102,0.82703,SARC
ACH-000373,5329102,4.375704,LAML
ACH-000465,5329102,2.226692,SKCM
ACH-001190,5329102,4.03632,SKCM
ACH-000363,5329102,1.910199,MM
ACH-000366,5329102,1.771621,NB
ACH-000341,5329102,2.818311,NB
ACH-000939,5329102,2.867211,SARC
ACH-000504,5329102,3.491346,GBM
ACH-000932,5329102,2.648886,STAD
ACH-000303,5329102,4.895981,STAD
ACH-000722,5329102,4.104127,COAD/READ
ACH-000567,5329102,1.993302,DLBC
ACH-000664,5329102,0.756587,NA
ACH-000365,5329102,1.04417,DLBC
ACH-000611,5329102,0.871086,DLBC
ACH-000656,5329102,1.216419,DLBC
ACH-000059,5329102,2.143069,ALL
ACH-000226,5329102,1.438701,NA
ACH-000953,5329102,3.836078,ALL
ACH-000197,5329102,1.954099,ALL
ACH-000647,5329102,2.529216,ESCA
ACH-000318,5329102,0.82603,ESCA
ACH-000488,5329102,0.574598,ESCA
ACH-000353,5329102,-0.550506,ESCA
ACH-000772,5329102,3.587691,SARC
ACH-000408,5329102,4.151331,ESCA
ACH-000605,5329102,3.837248,ESCA
ACH-000452,5329102,0.934774,ESCA
ACH-000694,5329102,3.191637,ESCA
ACH-000146,5329102,3.132287,LAML
ACH-000075,5329102,5.060262,GBM
ACH-000579,5329102,2.119312,SKCM
ACH-000115,5329102,3.642438,PRAD
ACH-000534,5329102,2.643592,DLBC
